place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJofvwHdlQqEcRT88flOM6Ab8,DARNA Immobilien GmbH,"DARNA IMMOBILIEN ist die erste Firma ihrer Art - Eine Queere Immobilienagentur, spezialisiert auf den Verkauf und die Vermietung gewerblicher und privater Immobilien in Berlin, Potsdam und ganz Brandenburg.",,131,4.7,"Name: D.K. Real Estate GmbH Immobilienvermittlung
Link: https://www.google.com/maps/search/D.K.+Real+Estate+GmbH+Immobilienvermittlung/@52.482362699999996,13.2814541?authuser=0&hl=id&entry=ttu
Reviews: 277 reviews

Name: IMMODO Berlin
Link: https://www.google.com/maps/search/IMMODO+Berlin/@52.4988542,13.3492565?authuser=0&hl=id&entry=ttu
Reviews: 274 reviews

Name: Berlin First -Immobilienmakler
Link: https://www.google.com/maps/search/Berlin+First+-Immobilienmakler/@52.4889243,13.338979100000001?authuser=0&hl=id&entry=ttu
Reviews: 262 reviews

Name: DAHLER Berlin - Immobilienmakler
Link: https://www.google.com/maps/search/DAHLER+Berlin+-+Immobilienmakler/@52.501250199999994,13.3190353?authuser=0&hl=id&entry=ttu
Reviews: 237 reviews

Name: Eberhard Katz Immobilien GmbH
Link: https://www.google.com/maps/search/Eberhard+Katz+Immobilien+GmbH/@52.5026928,13.341537299999999?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews",http://www.darna-immobilien.com/,+49 30 28664417,,DARNA Immobilien GmbH (Pemilik),https://www.google.com/maps/contrib/107402326703418449500,https://lh3.ggpht.com/p/AF1QipMcpGzLb32e21R16Ba722-xhMfzgA7Dau7xAv5S=s1024,Agen real estat,"Agen real estat, Perusahaan Manajemen Properti, Agen Properti",10.00-18.00,,"Sabtu, Minggu","Motzstrasse 9, 10777 Berlin, Jerman","apartemen, tim, service, komunikasi, email, kontrak, perasaan, queer, coworking space, perusahaan",https://www.google.com/maps/place/DARNA+Immobilien+GmbH/data=!4m7!3m6!1s0x47a850d91df0fba1:0xbf013ae3941fcf4f!8m2!3d52.4986332!4d13.3511339!16s%2Fg%2F11h42pxf1n!19sChIJofvwHdlQqEcRT88flOM6Ab8?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJQWUMrcRRqEcRoB8FD0nndbk,HIMB Hausverkauf und Immobilien Makler Berlin GmbH,,,1,5,"Name: H & M Immobilienmarkt GmbH
Link: https://www.google.com/maps/search/H+%26+M+Immobilienmarkt+GmbH/@52.5197344,13.3889418?authuser=0&hl=id&entry=ttu
Reviews: 3 reviews

Name: Immobilienmakler Berlin
Link: https://www.google.com/maps/search/Immobilienmakler+Berlin/@52.5168348,13.3779177?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews

Name: Berlin Yield Estate
Link: https://www.google.com/maps/search/Berlin+Yield+Estate/@52.5173357,13.389496?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews

Name: him Handels & Immobilien GmbH
Link: https://www.google.com/maps/search/him+Handels+%26+Immobilien+GmbH/@52.5105979,13.3182355?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews

Name: huebner immobilien OHG
Link: https://www.google.com/maps/search/huebner+immobilien+OHG/@52.448701799999995,13.381641900000002?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",,+49 30 68324961,1,HIMB Hausverkauf und Immobilien Makler Berlin GmbH (Pemilik),,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IgzCmWk95KnfOrH_9-863g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=336.19745&pitch=0&thumbfov=100,Agen Properti,"Agen Properti, Inspektur Properti Komersial, Agen real estat, Konsultan Realestat, Agensi Persewaan Properti",10.00-18.00,,"Sabtu, Minggu","Unter den Linden 16, 10117 Berlin, Jerman",,https://www.google.com/maps/place/HIMB+Hausverkauf+und+Immobilien+Makler+Berlin+GmbH/data=!4m7!3m6!1s0x47a851c4ad0c6541:0xb975e7490f051fa0!8m2!3d52.5173357!4d13.389496!16s%2Fg%2F1pp2x61ys!19sChIJQWUMrcRRqEcRoB8FD0nndbk?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJTaVmSDxRqEcRvlWvsq819Bc,Leo Wacker Immobilien,"Leo Wacker Immobilien verkauft, vermietet und entwickelt Wohn- und Gewerbeimmobilien. Wir analysieren den Immobilienmarkt und bewerten Bestandsimmobilien und Neubau. Da wir bereits seit uber einem Jahrzehnt am Markt tatig sind, kennen wir uns mit allen Facetten der Hauptstadtregion Berlin-Brandenburg sehr gut aus.",,32,4.9,"Name: SAXOWERT Immobilien GmbH & Co. KG - Makler Berlin
Link: https://www.google.com/maps/search/SAXOWERT+Immobilien+GmbH+%26+Co.+KG+-+Makler+Berlin/@52.502976399999994,13.326278199999999?authuser=0&hl=id&entry=ttu
Reviews: 34 reviews

Name: Adrian Ludwig Immobilien
Link: https://www.google.com/maps/search/Adrian+Ludwig+Immobilien/@52.524459799999995,13.3138381?authuser=0&hl=id&entry=ttu
Reviews: 8 reviews

Name: Engel & Volkers
Link: https://www.google.com/maps/search/Engel+%26+V%C3%B6lkers/@52.441932599999994,13.297498099999999?authuser=0&hl=id&entry=ttu
Reviews: 6 reviews

Name: Wacker Immobilien ""Im Grunen Norden von Berlin""
Link: https://www.google.com/maps/search/Wacker+Immobilien+%22Im+Gr%C3%BCnen+Norden+von+Berlin%22/@52.73111,13.2455699?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews

Name: Wacker GmbH
Link: https://www.google.com/maps/search/Wacker+GmbH/@52.5144022,13.2747161?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews",https://www.wacker-agentur.de/,+49 30 26035598,,Leo Wacker Immobilien (Pemilik),https://www.google.com/maps/contrib/113858645405167991857,https://lh3.ggpht.com/p/AF1QipOosjni9nBqxxy619nFw3RM9lzdmj6wBSFMndrn=s1024,Agen real estat,"Agen real estat, Agen Properti, Pengembang Realestat",09.00-18.00,,Minggu,"Gleditschstrasse 66, 10781 Berlin, Jerman","apartemen, nasihat, profesional",https://www.google.com/maps/place/Leo+Wacker+Immobilien/data=!4m7!3m6!1s0x47a8513c4866a54d:0x17f435afb2af55be!8m2!3d52.4907696!4d13.3546703!16s%2Fg%2F11cs42lwqq!19sChIJTaVmSDxRqEcRvlWvsq819Bc?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJe0IagbBPqEcR5tosTLeMaeg,Engel & Volkers Friedrichshain | Immobilienmakler,"Friedrichshain - ein Magnet fur Neuberliner:innen. Mit zahlreichen Restaurants, Bars und Clubs sowie einer ausgepragten Startup-Szene zieht der Bezirk Menschen aus der ganzen Welt an - und wir sind mittendrin! Mit unserem Shop in Friedrichshain eroffnen wir den Zugang zu mehr als nur einem weiteren Standort - es ist ein Knotenpunkt fur diejenigen, die das lebendige und vielfaltige Lebensgefuhl Berlins suchen. Als Teil dieses dynamischen Stadtteils sind wir stolz darauf, unseren Kund:innen einen erstklassigen Service zu bieten, der Sie von der individuellen Erstberatung bis zum erfolgreichen Vertragsabschluss begleitet. Besuchen Sie uns in der Boxhagener Str. 119, 10245 Berlin, fur eine personliche und individuelle Beratung.",,7,5,"Name: Engel & Volkers Berlin Mitte | Immobilienmakler
Link: https://www.google.com/maps/search/Engel+%26+V%C3%B6lkers+Berlin+Mitte+%7C+Immobilienmakler/@52.5118547,13.376098299999999?authuser=0&hl=id&entry=ttu
Reviews: 96 reviews

Name: Engel & Volkers -   
Link: https://www.google.com/maps/search/Engel+%26+V%C3%B6lkers+-+%F0%9D%97%9C%F0%9D%97%BA%F0%9D%97%BA%F0%9D%97%BC%F0%9D%97%AF%F0%9D%97%B6%F0%9D%97%B9%F0%9D%97%B6%F0%9D%97%B2%F0%9D%97%BB%F0%9D%97%BA%F0%9D%97%AE%F0%9D%97%B8%F0%9D%97%B9%F0%9D%97%B2%F0%9D%97%BF+%F0%9D%97%95%F0%9D%97%B2%F0%9D%97%BF%F0%9D%97%B9%F0%9D%97%B6%F0%9D%97%BB+%F0%9D%97%A0%F0%9D%97%AE%F0%9D%97%B5%F0%9D%97%B9%F0%9D%98%80%F0%9D%97%B1%F0%9D%97%BC%F0%9D%97%BF%F0%9D%97%B3/@52.5367527,13.603151899999999?authuser=0&hl=id&entry=ttu
Reviews: 45 reviews

Name: VON POLL IMMOBILIEN Berlin - Friedrichshain-Kreuzberg
Link: https://www.google.com/maps/search/VON+POLL+IMMOBILIEN+Berlin+-+Friedrichshain-Kreuzberg/@52.5123567,13.4542884?authuser=0&hl=id&entry=ttu
Reviews: 23 reviews

Name: Engel&Volkers Commercial
Link: https://www.google.com/maps/search/Engel%26V%C3%B6lkers+Commercial/@52.5489831,13.4547857?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews

Name: Volker Immobilien
Link: https://www.google.com/maps/search/V%C3%B6lker+Immobilien/@52.5123104,13.2729757?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",https://www.engelvoelkersberlin.com/shop-friedrichshain/,+49 30 25924880,,Engel & Volkers Friedrichshain | Immobilienmakler (Pemilik),https://www.google.com/maps/contrib/104037387352381257276,https://lh3.ggpht.com/p/AF1QipNoqt3hi5EijG2gqye-RUlF9lK9bmbYvv-FxAHo=s1024,Agen real estat,"Agen real estat, Konsultan Realestat, Agensi Persewaan Properti",09.00-18.00,,Minggu,"Boxhagener Str. 119, 10245 Berlin, Jerman","profesional, apartemen, komunikasi",https://www.google.com/maps/place/Engel+%26+V%C3%B6lkers+Friedrichshain+%7C+Immobilienmakler/data=!4m7!3m6!1s0x47a84fb0811a427b:0xe8698cb74c2cdae6!8m2!3d52.5139241!4d13.4547956!16s%2Fg%2F11kk5whyxy!19sChIJe0IagbBPqEcR5tosTLeMaeg?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJJW4yXwJOqEcRcW-FDo6IDRE,Next Estate GmbH,"Next Estate ist eine Immobilienagentur mit Sitz am beliebten Kollwitzplatz, Prenzlauer Berg - Berlin. Heute gehoren wir zu den fuhrenden Immobilienagenturen Berlins und setzen neue Massstabe in der Vermarktung von Eigentumswohnungen. Mit echtem Home Staging, einer aussergewohnlichen Vermarktungsreichweite, langjahriger Erfahrung schaffen wir einen echten Mehrwert fur Kaufer und Verkaufer.

Next Estate is a real estate agency based at the popular Kollwitzplatz in Prenzlauer Berg, Berlin. Today, we are among Berlin's leading real estate agencies and are setting new standards in the marketing of condominiums. Through real home staging, exceptional marketing reach, and many years of experience, we create real added value for buyer and seller.",,74,4.8,"Name: realbest Germany GmbH
Link: https://www.google.com/maps/search/realbest+Germany+GmbH/@52.521368599999995,13.325097099999999?authuser=0&hl=id&entry=ttu
Reviews: 136 reviews

Name: First Citiz Berlin
Link: https://www.google.com/maps/search/First+Citiz+Berlin/@52.5426905,13.4143504?authuser=0&hl=id&entry=ttu
Reviews: 104 reviews

Name: Engel & Volkers Berlin Mitte | Immobilienmakler
Link: https://www.google.com/maps/search/Engel+%26+V%C3%B6lkers+Berlin+Mitte+%7C+Immobilienmakler/@52.5118547,13.376098299999999?authuser=0&hl=id&entry=ttu
Reviews: 96 reviews

Name: Engel & Volkers Berlin Prenzlauer Berg | Immobilienmakler
Link: https://www.google.com/maps/search/Engel+%26+V%C3%B6lkers+Berlin+Prenzlauer+Berg+%7C+Immobilienmakler/@52.533898,13.4197191?authuser=0&hl=id&entry=ttu
Reviews: 18 reviews",https://www.next-estate.de/,+49 30 40301000,,Next Estate GmbH (Pemilik),https://www.google.com/maps/contrib/103015253234697768004,https://lh3.ggpht.com/p/AF1QipM62mhhsVM_p3dWZKDFwCmsMEFqut9aPBcRJdEi=s1024,Agen real estat,"Agen real estat, Agen Properti, Konsultan Realestat, Agensi Persewaan Properti",09.00-17.00,,"Sabtu, Minggu","Kollwitzstrasse 38, 10405 Berlin, Jerman","profesional, apartemen, tim, pengalaman, service, properti, efisiensi, email, nasihat, harga",https://www.google.com/maps/place/Next+Estate+GmbH/data=!4m7!3m6!1s0x47a84e025f326e25:0x110d888e0e856f71!8m2!3d52.5337393!4d13.4154784!16s%2Fg%2F1td57n68!19sChIJJW4yXwJOqEcRcW-FDo6IDRE?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJZbsGLsVRqEcRhBhL3ytdsDI,OF POLL IMMOBILIEN Berlin - Mitte,VON POLL IMMOBILIEN ist eines der grossten Maklerhauser Europas. Mit einem Netzwerk aus uber 1.500 Immobilienprofis und mehr als 400 Shops pflegen wir ausgezeichnete Kontakte zu kaufkraftigen Interessentenkreisen. Unsere Auftraggeber sind Eigentumer wertbestandiger Immobilien in begehrten Wohn- und Geschaftslagen. VON POLL IMMOBILIEN Berlin - Mitte - Fur Sie in den besten Lagen.,,10,4.6,"Name: Engel & Volkers Berlin Mitte | Immobilienmakler
Link: https://www.google.com/maps/search/Engel+%26+V%C3%B6lkers+Berlin+Mitte+%7C+Immobilienmakler/@52.5118547,13.376098299999999?authuser=0&hl=id&entry=ttu
Reviews: 96 reviews

Name: Poppel Immobilien
Link: https://www.google.com/maps/search/P%C3%B6ppel+Immobilien/@52.512454999999996,13.448267999999999?authuser=0&hl=id&entry=ttu
Reviews: 59 reviews

Name: Engel & Volkers Berlin Tucholskystrasse | Immobilienmakler
Link: https://www.google.com/maps/search/Engel+%26+V%C3%B6lkers+Berlin+Tucholskystra%C3%9Fe+%7C+Immobilienmakler/@52.526986,13.3930071?authuser=0&hl=id&entry=ttu
Reviews: 12 reviews

Name: LINDEN Immobilien
Link: https://www.google.com/maps/search/LINDEN+Immobilien/@52.516653999999996,13.3896561?authuser=0&hl=id&entry=ttu
Reviews: 11 reviews

Name: Graf von Rosenberg Immobilien
Link: https://www.google.com/maps/search/Graf+von+Rosenberg+Immobilien/@52.5118721,13.383207299999999?authuser=0&hl=id&entry=ttu
Reviews: 3 reviews",https://www.von-poll.com/de/immobilienmakler/berlin-mitte?utm_source=Google&utm_medium=GMB&y_source=1_MTY1NjExNjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+49 30 206339920,,OF POLL IMMOBILIEN Berlin - Mitte (Pemilik),https://www.google.com/maps/contrib/110589281116657233787,https://lh3.ggpht.com/p/AF1QipP0jfOl49RjtblTGUlXTWzZed2vnjRwA-_H_L_J=s1024,Agen real estat,"Agen real estat, Penilai Properti, Perusahaan investasi properti, Agen Properti, Konsultan Realestat, Agensi Persewaan Properti",10.00-18.00,,"Sabtu, Minggu","Franzosische Str. 14, 10117 Berlin, Jerman","proses, presentasi, asisten toko, apartemen, nasihat, harga, komunikasi",https://www.google.com/maps/place/OF+POLL+IMMOBILIEN+Berlin+-+Mitte/data=!4m7!3m6!1s0x47a851c52e06bb65:0x32b05d2bdf4b1884!8m2!3d52.5145228!4d13.3874697!16s%2Fg%2F1q65_2075!19sChIJZbsGLsVRqEcRhBhL3ytdsDI?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJTa8DWIxPqEcR_IAnQ8mYQec,Sam Sabzian Immobilien,Sie suchen kompetente Unterstutzung bei Ihrem Immobilienprojekt? Gerne stehe ich Ihnen als ausgebildeter Immobilienkaufmann mit mehr als 10 Jahren Berufserfahrung zur Seite. Ich freue mich auf Ihre Anfrage.,,1,5,"Name: ADEN Immobilien - Immobilienmakler Berlin
Link: https://www.google.com/maps/search/ADEN+Immobilien+-+Immobilienmakler+Berlin/@52.511890199999996,13.455389499999999?authuser=0&hl=id&entry=ttu
Reviews: 221 reviews

Name: Poppel Immobilien
Link: https://www.google.com/maps/search/P%C3%B6ppel+Immobilien/@52.512454999999996,13.448267999999999?authuser=0&hl=id&entry=ttu
Reviews: 59 reviews

Name: VON POLL IMMOBILIEN Berlin - Friedrichshain-Kreuzberg
Link: https://www.google.com/maps/search/VON+POLL+IMMOBILIEN+Berlin+-+Friedrichshain-Kreuzberg/@52.5123567,13.4542884?authuser=0&hl=id&entry=ttu
Reviews: 23 reviews

Name: SDIM IMMOBILIEN Berlin - Brandenburg | Immobilienmakler
Link: https://www.google.com/maps/search/SDIM+IMMOBILIEN+Berlin+-+Brandenburg+%7C+Immobilienmakler/@52.5138837,13.4504992?authuser=0&hl=id&entry=ttu
Reviews: 4 reviews

Name: Bernd Sajdok Immobilien-Management Berlin
Link: https://www.google.com/maps/search/Bernd+Sajdok+Immobilien-Management+Berlin/@52.514559000000006,13.388889?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",https://berlinerimmobilienmakler.de/,+49 176 64972152,,Sam Sabzian Immobilien (Pemilik),https://www.google.com/maps/contrib/107136949381769933284,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CeJWfittTwgEL-_b49R6uQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.26936&pitch=0&thumbfov=100,Agen real estat,Agen real estat,08.00-18.00,,Minggu,"Gubener Str. 26, 10243 Berlin, Jerman",,https://www.google.com/maps/place/Sam+Sabzian+Immobilien/data=!4m7!3m6!1s0x47a84f8c5803af4d:0xe74198c9432780fc!8m2!3d52.5101486!4d13.4495577!16s%2Fg%2F11s5zjv9_3!19sChIJTa8DWIxPqEcR_IAnQ8mYQec?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJgZADOPxRqEcRe_uF66UkbJc,WIO-Estate,"Ihre Experten im Bereich Immobilien & Immobilienfinanzierung.

Gerade im Thema Immobilien brauchen Verkaufer & Kaufer einen zuverlassigen Berater, der alle Bereiche mit seiner Expertise abdeckt und den Kunden vom Erstgesprach bis zur Vertragsunterschrift mit begleitet. Hierbei zahlt eine professionelle Vermarktung, eine transparente Vertragsverhandlung & ein bonitatsgeprufter Kaufer vor Beurkundung des Kaufvertrags.",,20,4.8,"Name: Rudiger Wilkanowski Immobilien
Link: https://www.google.com/maps/search/R%C3%BCdiger+Wilkanowski+Immobilien/@52.4631895,13.415976800000001?authuser=0&hl=id&entry=ttu
Reviews: 56 reviews

Name: Immobilienwerte24 UG
Link: https://www.google.com/maps/search/Immobilienwerte24+UG/@52.49393,13.319859899999999?authuser=0&hl=id&entry=ttu
Reviews: 6 reviews

Name: OnOff Marketing / Inh. Wladimir Hoch
Link: https://www.google.com/maps/search/OnOff+Marketing+%2F+Inh.+Wladimir+Hoch/@52.5251058,13.4822598?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews

Name: WBI BERLIN
Link: https://www.google.com/maps/search/WBI+BERLIN/@52.5329134,13.435050299999999?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews

Name: PWO Immobilienagenur Berlin
Link: https://www.google.com/maps/search/PWO+Immobilienagenur+Berlin/@52.476989599999996,13.282624700000001?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",https://wio-estate.de/,+49 30 23270581,,WIO-Estate (Pemilik),https://www.google.com/maps/contrib/103739816842876002062,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r8eudfujYT_ptzU9mxJF-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.62384&pitch=0&thumbfov=100,Agen real estat,Agen real estat,10.00-18.00,,"Sabtu, Minggu","Str. der Pariser Kommune 29, 10243 Berlin, Jerman","nasihat, pendanaan, tim, bidang, proses, pemilik, bunga, apartemen, kontrak, mimpi",https://www.google.com/maps/place/WIO-Estate/data=!4m7!3m6!1s0x47a851fc38039081:0x976c24a5eb85fb7b!8m2!3d52.51556!4d13.43982!16s%2Fg%2F11schmvn04!19sChIJgZADOPxRqEcRe_uF66UkbJc?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJ4fIOhxpRqEcRtJPnEGlPefM,Berlingrund Immobilien GmbH,,,1,5,"Name: Grundsolide Immobilien Berlin
Link: https://www.google.com/maps/search/Grundsolide+Immobilien+Berlin/@52.519066,13.3888831?authuser=0&hl=id&entry=ttu
Reviews: 9 reviews

Name: Berlinovo Grundstucksentwicklungs GmbH
Link: https://www.google.com/maps/search/Berlinovo+Grundst%C3%BCcksentwicklungs+GmbH/@52.505559899999994,13.3738122?authuser=0&hl=id&entry=ttu
Reviews: 4 reviews

Name: Grundstock Immobilien Gmbh
Link: https://www.google.com/maps/search/Grundstock+Immobilien+Gmbh/@52.5038487,13.409045200000001?authuser=0&hl=id&entry=ttu
Reviews: 1 reviews

Name: Grundverwaltungberlin GmbH & Co. KG
Link: https://www.google.com/maps/search/Grundverwaltungberlin+GmbH+%26+Co.+KG/@52.505233399999995,13.3473537?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews

Name: Verwaltung Berliner Grundstucke GmbH
Link: https://www.google.com/maps/search/Verwaltung+Berliner+Grundst%C3%BCcke+GmbH/@52.4987455,13.4468325?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",https://www.berlingrund.com/,+49 30 439737050,,Berlingrund Immobilien GmbH (Pemilik),https://www.google.com/maps/contrib/116608535986487862905,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4QKoxxvdK4RmNBbBRZpaHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.35965&pitch=0&thumbfov=100,Perusahaan Manajemen Properti,"Perusahaan Manajemen Properti, Likuidator Properti, Layanan administrasi properti, Agen real estat, Penilai Properti, Konsultan Realestat, Pengembang Realestat, Agensi Persewaan Properti",,,Open All Days,"Stresemannstrasse 123, 10963 Berlin, Jerman",,https://www.google.com/maps/place/Berlingrund+Immobilien+GmbH/data=!4m7!3m6!1s0x47a8511a870ef2e1:0xf3794f6910e793b4!8m2!3d52.5075201!4d13.3778567!16s%2Fg%2F11lct65bb3!19sChIJ4fIOhxpRqEcRtJPnEGlPefM?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJsbaT6UFOqEcRfLjLVebdOns,TRIALOG GmbH,,,101,4.7,"Name: Poppel Immobilien
Link: https://www.google.com/maps/search/P%C3%B6ppel+Immobilien/@52.512454999999996,13.448267999999999?authuser=0&hl=id&entry=ttu
Reviews: 59 reviews

Name: ORANGE Immobilienagentur Berlin
Link: https://www.google.com/maps/search/ORANGE+Immobilienagentur+Berlin/@52.5015363,13.455549699999999?authuser=0&hl=id&entry=ttu
Reviews: 27 reviews

Name: Berliner Immobilienring GmbH & Co KG
Link: https://www.google.com/maps/search/Berliner+Immobilienring+GmbH+%26+Co+KG/@52.5088265,13.4324921?authuser=0&hl=id&entry=ttu
Reviews: 21 reviews

Name: TLG Immobilien AG
Link: https://www.google.com/maps/search/TLG+Immobilien+AG/@52.5241234,13.413605200000001?authuser=0&hl=id&entry=ttu
Reviews: 2 reviews

Name: REALOGIS Immobilien Berlin GmbH
Link: https://www.google.com/maps/search/REALOGIS+Immobilien+Berlin+GmbH/@52.4784182,13.3645816?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",http://www.trialog-gmbh.com/,+49 30 208981940,,TRIALOG GmbH (Pemilik),https://www.google.com/maps/contrib/105110301923451256517,https://lh3.ggpht.com/p/AF1QipP8sevTtsgP13ro2EwJuP7iNcJyGqg0lhYzLKMh=s1024,Agen real estat,Agen real estat,09.00-17.00,,"Sabtu, Minggu","Karl-Marx-Allee 90A, 10243 Berlin, Jerman","apartemen, profesional, pengalaman, aplikasi untuk pekerjaan, penyewa, ramah, peduli, janji, keandalan, partai",https://www.google.com/maps/place/TRIALOG+GmbH/data=!4m7!3m6!1s0x47a84e41e993b6b1:0x7b3adde655cbb87c!8m2!3d52.5167382!4d13.4399654!16s%2Fg%2F11bzypyd_k!19sChIJsbaT6UFOqEcRfLjLVebdOns?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJS3dgU_tJqEcRipSRWj2ba-0,ZACC Immobilien GmbH,Inhabergefuhrter Bautrager und Projektentwickler mit Sitz in Berlin.,,13,5,"Name: D & H Projektmanagement GmbH
Link: https://www.google.com/maps/search/D+%26+H+Projektmanagement+GmbH/@52.510511199999996,13.378739200000002?authuser=0&hl=id&entry=ttu
Reviews: 78 reviews

Name: Heinrich Zachger Immobilien GmbH
Link: https://www.google.com/maps/search/Heinrich+Zachger+Immobilien+GmbH/@52.5001426,13.3291024?authuser=0&hl=id&entry=ttu
Reviews: 19 reviews

Name: Alessandro Zaccaria GmbH
Link: https://www.google.com/maps/search/Alessandro+Zaccaria+GmbH/@52.5089283,13.452559899999999?authuser=0&hl=id&entry=ttu
Reviews: 9 reviews

Name: JCB Immobilien GmbH
Link: https://www.google.com/maps/search/JCB+Immobilien+GmbH/@52.4961292,13.422204800000001?authuser=0&hl=id&entry=ttu
Reviews: No Reviews reviews",http://www.zacc-immobilien.de/,+49 30 24037253,,ZACC Immobilien GmbH (Pemilik),https://www.google.com/maps/contrib/112431520458403715124,https://lh3.ggpht.com/p/AF1QipMKIv7MPLZhxUkKkCxMVv9qR31ldqFWGIVkBcr2=s1024,Agen Properti,"Agen Properti, Pengembang Realestat",08.00-16.00,,"Sabtu, Minggu","Warschauer Str. 58a, 10243 Berlin, Jerman",nasihat,https://www.google.com/maps/place/ZACC+Immobilien+GmbH/data=!4m7!3m6!1s0x47a849fb5360774b:0xed6b9b3d5a91948a!8m2!3d52.5089283!4d13.4525599!16s%2Fg%2F11f7r7wx2z!19sChIJS3dgU_tJqEcRipSRWj2ba-0?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
ChIJITd5is5RqEcRe5TIIPzSLX8,Neue Heimat Immobilien GmbH - Immobilienmakler Berlin & Brandenburg,Neue Heimat Immobilien GmbH - Herzlich gut,,21,4.8,"Name: ImmoNetzwerk.de
Link: https://www.google.com/maps/search/ImmoNetzwerk.de/@52.501002899999996,13.3118492?authuser=0&hl=id&entry=ttu
Reviews: 99 reviews

Name: HIHC Horvat Real Estate GmbH
Link: https://www.google.com/maps/search/HIHC+Horvat+Real+Estate+GmbH/@52.5045493,13.317056100000002?authuser=0&hl=id&entry=ttu
Reviews: 63 reviews

Name: of Poll Immobilien Berlin - City West
Link: https://www.google.com/maps/search/of+Poll+Immobilien+Berlin+-+City+West/@52.4980907,13.3228884?authuser=0&hl=id&entry=ttu
Reviews: 24 reviews

Name: GUENTER. Real Estate
Link: https://www.google.com/maps/search/GUENTER.+Real+Estate/@null,null?authuser=0&hl=id&entry=ttu
Reviews: 17 reviews

Name: Neue Real Grundbesitzverwaltungsgesell- chaft mbH
Link: https://www.google.com/maps/search/Neue+Real+Grundbesitzverwaltungsgesell-+chaft+mbH/@52.4954736,13.329208699999999?authuser=0&hl=id&entry=ttu
Reviews: 5 reviews",https://neueheimatimmobilien.de/,+49 30 700142705,,Neue Heimat Immobilien GmbH - Immobilienmakler Berlin & Brandenburg (Pemilik),https://www.google.com/maps/contrib/100887017952083124717,https://lh3.ggpht.com/p/AF1QipPlRpdu3l_LRsJbX-64gl0byEWLkQgO-qJpFO9B=s1024,Agen real estat,"Agen real estat, Agen Properti, Konsultan Realestat, Agensi Persewaan Properti",08.00-19.00,,Minggu,"Knesebeckstrasse 63, 10719 Berlin, Jerman","profesional, tim, nasihat, jual, kepentingan, apartemen, keinginan, komunikasi, bintang",https://www.google.com/maps/place/Neue+Heimat+Immobilien+GmbH+-+Immobilienmakler+Berlin+%26+Brandenburg/data=!4m7!3m6!1s0x47a851ce8a793721:0x7f2dd2fc20c8947b!8m2!3d52.5014255!4d13.3222038!16s%2Fg%2F11ppfv3d03!19sChIJITd5is5RqEcRe5TIIPzSLX8?authuser=0&hl=id&rclk=1,immobilienmakler berlin kreuzberg
